Arrival,date,ID,location,mass,svl,dead,sex,year,Day_of_the_year
Last,2021-05-04,BV_SH_1980,S16,22.44,62.23,0,m,2021,124
Last,2021-05-04,BV_SH_1981,S15,17.2,57.46,0,m,2021,124
Last,2021-05-04,BV_SH_1982,S15,21.56,62.93,0,m,2021,124
Last,2021-06-22,BV_SH_1983,T4,19.34,60.17,0,m,2021,173
Last,2021-05-04,BV_SH_1984,S15,14.32,55.42,0,m,2021,124
Last,2021-05-10,BV_SH_1985,T4,26.51,64.19,0,m,2021,130
Last,2021-06-03,BV_SH_1986,T4,21.6,60.96,0,m,2021,154
Last,2021-05-04,BV_SH_1987,S15,24.48,63.38,0,m,2021,124
Last,2021-05-04,BV_SH_1988,S15,21.32,59.2,0,m,2021,124
Last,2021-06-10,BV_SH_1989,S15,16.05,54.99,0,m,2021,161
Last,2021-05-10,BV_SH_1990,S17,17.16,56.52,0,m,2021,130
Last,2021-05-04,BV_SH_1991,T4,NA,NA,0,f,2021,124
Last,2021-05-04,BV_SH_1993,T5,NA,NA,0,f,2021,124
Last,2021-05-20,BV_SH_1994,T4,22.94,66.09,0,m,2021,140
Last,2021-05-04,BV_SH_1995,S16,20.52,63.24,0,m,2021,124
Last,2021-05-04,BV_SH_1996,S16,28.65,68.25,0,m,2021,124
Last,2021-05-04,BV_SH_1998,S16,NA,NA,0,m,2021,124
Last,2021-05-04,BV_SH_1999,S16,NA,NA,0,f,2021,124
Last,2021-05-04,BV_SH_2000,S16,NA,NA,0,m,2021,124
Last,2021-05-04,BV_SH_2001,S16,NA,NA,0,f,2021,124
Last,2021-05-04,BV_SH_2002,S16,NA,NA,0,m,2021,124
Last,2021-05-10,BV_SH_2003,S15,16.59,61.62,0,f,2021,130
Last,2021-05-10,BV_SH_2004,S15,29.32,63.97,0,f,2021,130
Last,2021-05-10,BV_SH_2006,S15,19.87,59.63,0,f,2021,130
Last,2021-06-15,BV_SH_2009,T4,12.36,56.84,0,u,2021,166
Last,2021-05-10,BV_SH_2011,T5,22.6,63.57,0,m,2021,130
Last,2021-05-10,BV_SH_2012,T5,24.91,66.650000000000006,0,m,2021,130
Last,2021-05-13,BV_SH_2013,T5,25.18,67.11,0,m,2021,133
Last,2021-05-10,BV_SH_2014,T5,15.18,57.75,0,m,2021,130
Last,2021-05-10,BV_SH_2015,T5,17.149999999999999,58.73,0,m,2021,130
Last,2021-05-13,BV_SH_2018,T2,15.89,52.77,0,m,2021,133
Last,2021-05-10,BV_SH_2020,T6,30.13,72.38,0,m,2021,130
Last,2021-05-10,BV_SH_2021,T6,22.3,63.27,0,m,2021,130
Last,2021-05-10,BV_SH_2023,T6,34.15,72.22,0,m,2021,130
Last,2021-05-20,BV_SH_2024,T3,20.46,59.81,0,m,2021,140
Last,2021-06-03,BV_SH_2025,T4,15.84,56.64,0,m,2021,154
Last,2021-05-20,BV_SH_2026,T1,17.52,56.01,0,m,2021,140
Last,2021-05-10,BV_SH_2028,T6,27.17,66.13,0,m,2021,130
Last,2021-05-10,BV_SH_2029,T6,24.1,63.22,0,m,2021,130
Last,2021-05-20,BV_SH_2030,T4,21.19,61.59,0,m,2021,140
Last,2021-05-10,BV_SH_2031,T2,19.05,61.72,0,m,2021,130
Last,2021-05-10,BV_SH_2032,T2,19.41,62.16,0,m,2021,130
Last,2021-06-22,BV_SH_2033,T4,18.91,62.87,0,m,2021,173
Last,2021-05-10,BV_SH_2034,S15,21.39,64.16,0,f,2021,130
Last,2021-05-10,BV_SH_2035,S15,NA,NA,0,m,2021,130
Last,2021-05-10,BV_SH_2036,S15,NA,NA,0,f,2021,130
Last,2021-05-10,BV_SH_2037,S15,12.87,56.98,0,m,2021,130
Last,2021-05-10,BV_SH_2039,S16,15.67,57.91,0,m,2021,130
Last,2021-05-10,BV_SH_2041,S16,19.48,65.819999999999993,0,m,2021,130
Last,2021-05-26,BV_SH_2042,T3,18.12,60.22,0,m,2021,146
Last,2021-05-10,BV_SH_2046,T4,17.66,58.77,0,m,2021,130
Last,2021-05-10,BV_SH_2047,T4,27.83,71.819999999999993,0,f,2021,130
Last,2021-05-10,BV_SH_2050,T1,23.03,66.73,0,f,2021,130
Last,2021-05-10,BV_SH_2052,S15,17.63,57.05,0,f,2021,130
Last,2021-06-22,BV_SH_2053,T4,18.48,59.19,0,m,2021,173
Last,2021-06-10,BV_SH_2054,T1,23.92,64.209999999999994,0,m,2021,161
Last,2021-05-10,BV_SH_2055,T3,20.81,60.47,0,m,2021,130
Last,2021-05-10,BV_SH_2057,T3,21.01,61.99,0,m,2021,130
Last,2021-06-28,BV_SH_2058,T4,23.18,68.180000000000007,0,m,2021,179
Last,2021-07-16,BV_SH_2059,T,22.3,64,0,m,2021,197
Last,2021-05-13,BV_SH_2061,T6,26.94,64.040000000000006,0,m,2021,133
Last,2021-05-10,BV_SH_2062,S15,18.55,57.93,0,m,2021,130
Last,2021-05-20,BV_SH_2063,T3,20.81,58.64,0,m,2021,140
Last,2021-05-10,BV_SH_2064,T3,20.88,62.58,0,m,2021,130
Last,2021-05-10,BV_SH_2065,T3,22.38,64.38,0,m,2021,130
Last,2021-06-10,BV_SH_2066,T3,20.12,60.5,0,m,2021,161
Last,2021-05-10,BV_SH_2068,T4,21.45,69.12,0,m,2021,130
Last,2021-06-15,BV_SH_2069,T3,23.65,63.26,0,m,2021,166
Last,2021-05-10,BV_SH_2071,T4,23.18,64.78,0,m,2021,130
Last,2021-05-13,BV_SH_2072,T1,19.420000000000002,60.01,0,f,2021,133
Last,2021-06-22,BV_SH_2073,T3,18.690000000000001,55.62,0,m,2021,173
Last,2021-05-13,BV_SH_2074,T2,23.61,58.49,0,f,2021,133
Last,2021-05-20,BV_SH_2075,T3,16,59.38,0,m,2021,140
Last,2021-05-26,BV_SH_2076,T4,28.53,66.069999999999993,0,m,2021,146
Last,2021-05-10,BV_SH_2077,T5,22.26,62.21,0,m,2021,130
Last,2021-05-13,BV_SH_2078,T3,23.43,62.62,0,m,2021,133
Last,2021-05-10,BV_SH_2079,T5,28.97,68.56,0,m,2021,130
Last,2021-06-03,BV_SH_2080,T3,20,61.99,0,m,2021,154
Last,2021-05-10,BV_SH_2081,T4,NA,NA,0,f,2021,130
Last,2021-05-10,BV_SH_2082,T3,NA,NA,0,m,2021,130
Last,2021-05-10,BV_SH_2083,T3,NA,NA,0,f,2021,130
Last,2021-06-22,BV_SH_2084,T3,12.45,55.43,0,m,2021,173
Last,2021-05-26,BV_SH_2085,T1,23.04,61.47,0,m,2021,146
Last,2021-05-10,BV_SH_2086,T5,15.74,58.54,0,m,2021,130
Last,2021-05-20,BV_SH_2087,T3,20.75,59.49,0,m,2021,140
Last,2021-06-15,BV_SH_2088,T4,19.2,57.49,0,m,2021,166
Last,2021-05-20,BV_SH_2089,T3,25.47,63.3,0,m,2021,140
Last,2021-05-20,BV_SH_2091,T3,22.49,58.45,0,m,2021,140
Last,2021-06-15,BV_SH_2092,T4,23.81,63.92,0,m,2021,166
Last,2021-05-20,BV_SH_2093,T3,21.92,61.33,0,m,2021,140
Last,2021-05-20,BV_SH_2094,T3,17.579999999999998,58.88,0,m,2021,140
Last,2021-05-20,BV_SH_2096,T1,14.51,50.43,0,m,2021,140
Last,2021-05-20,BV_SH_2098,T1,16.100000000000001,56.04,0,m,2021,140
Last,2021-05-20,BV_SH_2099,T1,13.75,52.64,0,m,2021,140
Last,2021-05-20,BV_SH_2100,T1,30.94,65.5,0,f,2021,140
Last,2021-06-03,BV_SH_2101,T3,18.03,59.73,0,m,2021,154
Last,2021-05-20,BV_SH_2102,T3,23.12,64.19,0,m,2021,140
Last,2021-05-26,BV_SH_2103,T6,24.7,64.05,0,m,2021,146
Last,2021-05-20,BV_SH_2106,T3,11.31,59.32,0,m,2021,140
Last,2021-06-03,BV_SH_2107,T4,19.22,60.16,0,m,2021,154
Last,2021-05-20,BV_SH_2109,T4,20.14,57.8,0,m,2021,140
Last,2021-05-20,BV_SH_2111,T4,27.46,63.11,0,f,2021,140
Last,2021-05-20,BV_SH_2112,T4,25,62.82,0,f,2021,140
Last,2021-05-20,BV_SH_2113,T5,14.72,54.99,0,m,2021,140
Last,2021-05-20,BV_SH_2115,T3,21.32,59.29,0,m,2021,140
Last,2021-05-20,BV_SH_2116,T3,21.83,61.83,0,m,2021,140
Last,2021-05-20,BV_SH_2117,T3,26.34,64.83,0,m,2021,140
Last,2021-05-26,BV_SH_2138,T4,NA,NA,0,f,2021,146
Last,2021-05-26,BV_SH_2139,T4,NA,NA,0,m,2021,146
Last,2021-05-26,BV_SH_2140,T4,NA,NA,0,f,2021,146
Last,2021-05-26,BV_SH_2141,T4,NA,NA,0,m,2021,146
Last,2021-05-26,BV_SH_2142,T4,28.31,66.16,0,m,2021,146
Last,2021-06-15,BV_SH_2143,T4,17.04,57.98,0,m,2021,166
Last,2021-05-26,BV_SH_2144,T3,23.16,62.3,0,m,2021,146
Last,2021-06-10,BV_SH_2145,T1,19.100000000000001,63.2,0,m,2021,161
Last,2021-05-26,BV_SH_2147,T3,22.38,62.5,0,m,2021,146
Last,2021-05-26,BV_SH_2148,T1,30.78,62.87,0,f,2021,146
Last,2021-05-26,BV_SH_2149,T1,31.49,65.510000000000005,0,f,2021,146
Last,2021-05-26,BV_SH_2150,T1,13.64,57.15,0,f,2021,146
Last,2021-06-15,BV_SH_2152,T4,16.59,57.88,0,m,2021,166
Last,2021-06-03,BV_SH_2154,T1,20.190000000000001,63.94,0,m,2021,154
Last,2021-05-13,BV_SH_2155,T3,18.82,56.32,0,m,2021,133
Last,2021-06-28,BV_SH_2156,T3,19.5,59.54,0,m,2021,179
Last,2021-05-26,BV_SH_2157,T4,26.73,67.180000000000007,0,m,2021,146
Last,2021-06-03,BV_SH_2158,T3,16.37,64.06,0,m,2021,154
Last,2021-05-26,BV_SH_2159,S15,NA,NA,0,f,2021,146
Last,2021-06-28,BV_SH_2160,T3,19,56.21,0,m,2021,179
Last,2021-07-16,BV_SH_2161,T,23,60,0,m,2021,197
Last,2021-05-26,BV_SH_2162,T6,32.450000000000003,65.27,0,m,2021,146
Last,2021-05-26,BV_SH_2163,T3,NA,NA,0,f,2021,146
Last,2021-05-26,BV_SH_2164,T3,NA,NA,0,m,2021,146
Last,2021-05-26,BV_SH_2165,T1,NA,NA,0,f,2021,146
Last,2021-05-26,BV_SH_2166,T1,NA,NA,0,m,2021,146
Last,2021-06-22,BV_SH_2167,T4,14.12,58.97,0,m,2021,173
Last,2021-05-26,BV_SH_2168,T6,16.059999999999999,60.49,0,m,2021,146
Last,2021-06-10,BV_SH_2170,T5,17.2,59.15,0,m,2021,161
Last,2021-06-03,BV_SH_2172,T4,22.8,62.74,0,m,2021,154
Last,2021-06-15,BV_SH_2230,T6,15.85,59.54,0,m,2021,166
Last,2021-06-03,BV_SH_2231,T1,21.46,63.59,0,m,2021,154
Last,2021-06-03,BV_SH_2232,T3,16.54,53.58,0,f,2021,154
Last,2021-06-03,BV_SH_2233,T3,20.88,60.29,0,m,2021,154
Last,2021-06-03,BV_SH_2234,T3,21.41,58.76,0,m,2021,154
Last,2021-06-03,BV_SH_2236,T3,21.66,61.45,0,m,2021,154
Last,2021-06-22,BV_SH_2244,T3,15.8,55.49,0,m,2021,173
Last,2021-06-15,BV_SH_2245,T3,17.66,59.6,0,m,2021,166
Last,2021-06-03,BV_SH_2248,T3,19.739999999999998,61.03,0,m,2021,154
Last,2021-06-03,BV_SH_2249,T4,16.7,56.31,0,m,2021,154
Last,2021-07-16,BV_SH_2251,T,20.9,65,0,m,2021,197
Last,2021-06-10,BV_SH_2252,T5,21.96,58.19,0,f,2021,161
Last,2021-06-10,BV_SH_2253,S16,25.05,64.66,0,f,2021,161
Last,2021-06-10,BV_SH_2254,T1,16.260000000000002,57.09,0,f,2021,161
Last,2021-06-28,BV_SH_2255,T4,15.3,58.84,0,m,2021,179
Last,2021-06-28,BV_SH_2257,T3,23.74,66.290000000000006,0,m,2021,179
Last,2021-06-10,BV_SH_2258,T2,21.61,60.42,0,m,2021,161
Last,2021-06-10,BV_SH_2259,T3,18.489999999999998,58.99,0,m,2021,161
Last,2021-06-10,BV_SH_2260,T3,16.399999999999999,57.1,0,m,2021,161
Last,2021-06-28,BV_SH_2261,T4,16.96,60.6,0,m,2021,179
Last,2021-06-10,BV_SH_2262,T3,13.8,56.26,0,m,2021,161
Last,2021-06-15,BV_SH_2263,T6,18.190000000000001,60.25,0,m,2021,166
Last,2021-06-10,BV_SH_2264,T4,15.4,59.67,0,m,2021,161
Last,2021-06-10,BV_SH_2265,T4,18.38,61.24,0,m,2021,161
Last,2021-06-10,BV_SH_2267,T4,18.899999999999999,59.18,0,m,2021,161
Last,2021-06-10,BV_SH_2268,T4,22.9,59.18,0,m,2021,161
Last,2021-06-10,BV_SH_2269,T4,17.3,53.07,0,f,2021,161
Last,2021-07-15,BV_SH_2270,T3,25.36,61.65,0,m,2021,196
Last,2021-06-22,BV_SH_2271,T3,21.86,59.16,0,m,2021,173
Last,2021-06-10,BV_SH_2274,T1,24.4,60.05,0,m,2021,161
Last,2021-06-28,BV_SH_2275,T3,20.8,58.13,0,m,2021,179
Last,2021-06-10,BV_SH_2276,T1,NA,NA,0,f,2021,161
Last,2021-07-15,BV_SH_2279,T5,14.51,53.72,0,f,2021,196
Last,2021-06-15,BV_SH_2281,T4,16.82,58.07,0,m,2021,166
Last,2021-07-07,BV_SH_2283,T3,13.01,50.32,0,f,2021,188
Last,2021-06-28,BV_SH_2286,T4,17.28,57.33,0,m,2021,179
Last,2021-06-15,BV_SH_2288,S15,13.6,56.12,0,m,2021,166
Last,2021-06-22,BV_SH_2291,T3,21.45,61.97,0,m,2021,173
Last,2021-06-22,BV_SH_2292,T3,17.46,57.7,0,m,2021,173
Last,2021-06-22,BV_SH_2294,T3,25.7,58.91,0,f,2021,173
Last,2021-06-22,BV_SH_2295,T3,18.649999999999999,59.5,0,f,2021,173
Last,2021-06-22,BV_SH_2296,T3,17.18,61.42,0,m,2021,173
Last,2021-06-22,BV_SH_2298,T4,30.84,67.55,0,m,2021,173
Last,2021-06-22,BV_SH_2300,T4,19.22,62.06,0,m,2021,173
Last,2021-06-22,BV_SH_2301,T4,18.850000000000001,57.81,0,m,2021,173
Last,2021-06-22,BV_SH_2302,T4,22.31,63.99,0,f,2021,173
Last,2021-06-22,BV_SH_2303,T4,17.8,60.94,0,m,2021,173
Last,2021-07-15,BV_SH_2305,S15,23.11,61.16,0,m,2021,196
Last,2021-06-22,BV_SH_2306,T6,30.64,67.25,0,m,2021,173
Last,2021-06-28,BV_SH_2347,T4,17.420000000000002,56.58,0,m,2021,179
Last,2021-06-10,BV_SH_2358,T,22.6,61,0,m,2021,161
Last,2021-06-10,BV_SH_2359,T,20.6,56,0,m,2021,161
Last,2021-06-10,BV_SH_2360,T,14.9,61,0,m,2021,161
Last,2021-06-10,BV_SH_2361,T,17.2,60,0,m,2021,161
Last,2021-06-10,BV_SH_2362,T,14,55,0,m,2021,161
Last,2021-06-28,BV_SH_2363,T3,27.1,66.239999999999995,0,f,2021,179
Last,2021-06-28,BV_SH_2364,T3,16.95,59.92,0,f,2021,179
Last,2021-06-28,BV_SH_2365,T3,18.62,57.93,0,f,2021,179
Last,2021-06-28,BV_SH_2366,T3,30.15,66.83,0,f,2021,179
Last,2021-06-28,BV_SH_2367,T5,22.2,60.81,0,f,2021,179
Last,2021-06-28,BV_SH_2368,T5,18.61,59.92,0,m,2021,179
Last,2021-06-28,BV_SH_2369,T4,23.5,64.739999999999995,0,m,2021,179
Last,2021-06-28,BV_SH_2372,T3,25.92,66.239999999999995,0,m,2021,179
Last,2021-07-07,BV_SH_2373,T6,19,59.59,0,m,2021,188
Last,2021-06-28,BV_SH_2374,T4,17.920000000000002,58.45,0,m,2021,179
Last,2021-07-16,BV_SH_2375,T,22.4,62,0,m,2021,197
Last,2021-06-28,BV_SH_2376,T4,17.41,59.59,0,m,2021,179
Last,2021-07-07,BV_SH_2475,T3,20.420000000000002,56.43,0,f,2021,188
Last,2021-07-07,BV_SH_2478,T5,18.95,60.92,0,m,2021,188
Last,2021-07-16,BV_SH_2484,T,21.8,65,0,f,2021,197
Last,2021-07-15,BV_SH_2485,T6,22.27,59.66,0,f,2021,196
Last,2021-07-15,BV_SH_2486,T4,19,58.76,0,m,2021,196
Last,2021-07-15,BV_SH_2487,T3,23.48,59.55,0,f,2021,196
Last,2021-07-15,BV_SH_2488,T5,25.17,60.45,0,f,2021,196
Last,2021-07-16,BV_SH_2490,T,25.8,70,0,m,2021,197
Last,2021-07-16,BV_SH_2494,T,13.4,58,0,m,2021,197
Last,2021-07-16,BV_SH_2495,T,21.2,60,0,m,2021,197
Last,2021-07-16,BV_SH_2496,T,24.2,65,0,m,2021,197
Last,2021-07-16,BV_SH_2497,T,18.3,64,0,m,2021,197
Last,2021-07-16,BV_SH_2498,T,22,62,0,m,2021,197
Last,2021-07-16,BV_SH_2499,T,18.100000000000001,58,0,m,2021,197
Last,2021-07-16,BV_SH_2500,T,17.399999999999999,59,0,m,2021,197
Last,2021-07-16,BV_SH_2501,T,25.3,71,0,m,2021,197
Last,2021-07-16,BV_SH_2503,T,23.8,61,0,m,2021,197
Last,2022-04-28,BV_SH_1466,FT,23.57,61,0,m,2022,118
Last,2022-04-13,BV_SH_1501,FT,21.54,66,0,m,2022,103
Last,2022-05-23,BV_SH_1508,FT,17.7,63,0,m,2022,143
Last,2022-04-21,BV_SH_1513,FT,28.37,66,0,m,2022,111
Last,2022-04-28,BV_SH_1578,FT,24.1,65,0,m,2022,118
Last,2022-04-21,BV_SH_1611,FT,22.85,70,0,m,2022,111
Last,2022-04-21,BV_SH_1629,FT,21.66,66,0,m,2022,111
Last,2022-06-19,BV_SH_1771,FT,21.06,62,0,m,2022,170
Last,2022-04-28,BV_SH_1775,FT,26.97,59,0,m,2022,118
Last,2022-05-23,BV_SH_1790,FT,21.72,67,0,m,2022,143
Last,2022-04-28,BV_SH_1808,FT,27.95,64,0,m,2022,118
Last,2022-04-28,BV_SH_1812,FT,22.47,62,0,m,2022,118
Last,2022-06-12,BV_SH_1814,FT,31.6,69,0,m,2022,163
Last,2022-04-21,BV_SH_1816,FT,33.81,78,0,m,2022,111
Last,2022-07-12,BV_SH_1820,FT,21.12,60,0,m,2022,193
Last,2022-04-28,BV_SH_1825,FT,20.57,59,0,m,2022,118
Last,2022-06-15,BV_SH_1835,FT,24.62,67,0,m,2022,166
Last,2022-04-28,BV_SH_1857,FT,21.87,58,0,m,2022,118
Last,2022-04-21,BV_SH_1859,FT,28.91,65,0,m,2022,111
Last,2022-04-28,BV_SH_1874,FT,22.75,59,0,m,2022,118
Last,2022-04-13,BV_SH_1928,FT,18.79,62,0,m,2022,103
Last,2022-04-28,BV_SH_1940,FT,25.29,65,0,m,2022,118
Last,2022-06-01,BV_SH_1977,FT,25,66,0,m,2022,152
Last,2022-04-21,BV_SH_1986,FT,28.64,67,0,m,2022,111
Last,2022-04-28,BV_SH_1989,FT,22.1,62,0,m,2022,118
Last,2022-05-26,BV_SH_2009,FT,21.81,63,0,u,2022,146
Last,2022-04-28,BV_SH_2014,FT,18.04,60,0,m,2022,118
Last,2022-04-28,BV_SH_2058,FT,31.04,70,0,m,2022,118
Last,2022-06-19,BV_SH_2101,FT,22.83,65,0,m,2022,170
Last,2022-07-18,BV_SH_2124,FT,24.6,66,0,m,2022,199
Last,2022-04-13,BV_SH_2145,FT,24.78,68,0,m,2022,103
Last,2022-04-28,BV_SH_2152,FT,26.07,67,0,m,2022,118
Last,2022-04-13,BV_SH_2156,FT,23,60,0,m,2022,103
Last,2022-06-12,BV_SH_2170,FT,26.44,68,0,m,2022,163
Last,2022-05-26,BV_SH_2245,FT,26.63,68,0,m,2022,146
Last,2022-06-15,BV_SH_2271,FT,25,66,0,m,2022,166
Last,2022-04-28,BV_SH_2275,FT,22.08,62,0,m,2022,118
Last,2022-06-19,BV_SH_2296,FT,20.95,66,0,m,2022,170
Last,2022-05-23,BV_SH_2303,FT,20.62,62,0,m,2022,143
Last,2022-06-15,BV_SH_2305,FT,27.27,66,0,m,2022,166
Last,2022-05-26,BV_SH_2389,FT,15.14,50,0,f,2022,146
Last,2022-07-24,BV_SH_2415,FT,12.52,52,0,m,2022,205
Last,2022-04-08,BV_SH_2495,FT,26.31,63,0,m,2022,98
Last,2022-04-21,BV_SH_3190,FT,NA,69,0,m,2022,111
Last,2022-06-01,BV_SH_3233,FT,31.38,67,0,m,2022,152
Last,2022-04-13,BV_SH_3234,FT,25.03,72,0,m,2022,103
Last,2022-07-18,BV_SH_3235,FT,24.6,69,0,m,2022,199
Last,2022-04-13,BV_SH_3237,FT,22.67,59,0,m,2022,103
Last,2022-04-28,BV_SH_3238,FT,17.600000000000001,57,0,m,2022,118
Last,2022-04-13,BV_SH_3240,FT,26.46,70,0,m,2022,103
Last,2022-05-23,BV_SH_3241,FT,20.41,60,0,m,2022,143
Last,2022-04-28,BV_SH_3242,FT,23.21,63,0,m,2022,118
Last,2022-04-21,BV_SH_3243,FT,25.63,71,0,m,2022,111
Last,2022-04-28,BV_SH_3244,FT,21.69,63,0,m,2022,118
Last,2022-04-28,BV_SH_3245,FT,36.19,69,0,m,2022,118
Last,2022-04-08,BV_SH_3246,FT,29,66,0,m,2022,98
Last,2022-04-28,BV_SH_3247,FT,19.079999999999998,61,0,m,2022,118
Last,2022-04-21,BV_SH_3249,FT,24.05,64,0,m,2022,111
Last,2022-04-08,BV_SH_3251,FT,26.55,63,0,m,2022,98
Last,2022-07-06,BV_SH_3253,FT,24.76,66,0,m,2022,187
Last,2022-07-12,BV_SH_3254,FT,21.45,62,0,m,2022,193
Last,2022-04-13,BV_SH_3255,FT,24.78,70,0,m,2022,103
Last,2022-07-08,BV_SH_3261,FT,20.77,63,0,m,2022,189
Last,2022-04-28,BV_SH_3262,FT,23.65,66,0,m,2022,118
Last,2022-04-13,BV_SH_3289,FT,NA,NA,0,f,2022,103
Last,2022-04-28,BV_SH_3290,FT,23.24,63,0,m,2022,118
Last,2022-04-13,BV_SH_3292,FT,56.87,NA,0,m,2022,103
Last,2022-04-13,BV_SH_3293,FT,NA,NA,0,f,2022,103
Last,2022-04-28,BV_SH_3295,FT,23.2,63,0,m,2022,118
Last,2022-06-19,BV_SH_3297,FT,24.66,67,0,m,2022,170
Last,2022-04-28,BV_SH_3298,FT,22.46,63,0,m,2022,118
Last,2022-06-15,BV_SH_3299,FT,21.44,61,0,m,2022,166
Last,2022-04-28,BV_SH_3300,FT,15.21,57,0,m,2022,118
Last,2022-04-28,BV_SH_3301,FT,23.28,63,0,m,2022,118
Last,2022-04-21,BV_SH_3302,FT,28.91,76,0,m,2022,111
Last,2022-04-28,BV_SH_3305,FT,23.5,63,0,m,2022,118
Last,2022-04-13,BV_SH_3306,FT,24.48,70,0,m,2022,103
Last,2022-04-28,BV_SH_3307,FT,17.8,54,0,m,2022,118
Last,2022-04-13,BV_SH_3308,FT,23.87,64,0,m,2022,103
Last,2022-04-13,BV_SH_3309,FT,23.95,67,0,m,2022,103
Last,2022-04-28,BV_SH_3310,FT,19.87,60,0,m,2022,118
Last,2022-04-28,BV_SH_3311,FT,18.329999999999998,59,0,m,2022,118
Last,2022-04-13,BV_SH_3312,FT,18.579999999999998,59,0,m,2022,103
Last,2022-06-19,BV_SH_3313,FT,21.66,65,0,m,2022,170
Last,2022-05-26,BV_SH_3314,FT,25.59,69,0,m,2022,146
Last,2022-04-28,BV_SH_3315,FT,16.260000000000002,57,0,m,2022,118
Last,2022-04-13,BV_SH_3316,FT,24.8,71,0,m,2022,103
Last,2022-04-13,BV_SH_3318,FT,NA,NA,0,f,2022,103
Last,2022-05-26,BV_SH_3319,FT,24.84,67,0,m,2022,146
Last,2022-04-13,BV_SH_3320,FT,NA,NA,0,f,2022,103
Last,2022-04-13,BV_SH_3321,FT,65.930000000000007,NA,0,m,2022,103
Last,2022-04-13,BV_SH_3322,FT,NA,NA,0,f,2022,103
Last,2022-04-28,BV_SH_3323,FT,50.89,NA,0,m,2022,118
Last,2022-04-21,BV_SH_3324,FT,58.74,NA,0,m,2022,111
Last,2022-04-28,BV_SH_3328,FT,27.23,66,0,m,2022,118
Last,2022-04-28,BV_SH_3332,FT,21.77,63,0,m,2022,118
Last,2022-04-13,BV_SH_3335,FT,26.42,68,0,m,2022,103
Last,2022-04-21,BV_SH_3336,FT,16.66,60,0,m,2022,111
Last,2022-04-21,BV_SH_3343,FT,28.21,71,0,m,2022,111
Last,2022-04-13,BV_SH_3344,FT,19.89,57,0,m,2022,103
Last,2022-07-06,BV_SH_3345,FT,23.31,64,0,m,2022,187
Last,2022-04-13,BV_SH_3347,FT,22.13,65,0,m,2022,103
Last,2022-04-13,BV_SH_3348,FT,19.600000000000001,61,0,m,2022,103
Last,2022-04-13,BV_SH_3349,FT,21.73,58,0,m,2022,103
Last,2022-04-21,BV_SH_3350,FT,34.119999999999997,70,0,f,2022,111
Last,2022-04-21,BV_SH_3351,FT,20.440000000000001,65,0,f,2022,111
Last,2022-04-21,BV_SH_3352,FT,24.91,62,0,f,2022,111
Last,2022-06-19,BV_SH_3353,FT,14.79,52,0,f,2022,170
Last,2022-04-28,BV_SH_3354,FT,25.5,65,0,m,2022,118
Last,2022-04-21,BV_SH_3355,FT,NA,NA,0,f,2022,111
Last,2022-04-21,BV_SH_3356,FT,45.22,NA,0,m,2022,111
Last,2022-04-21,BV_SH_3357,FT,NA,NA,0,f,2022,111
Last,2022-04-21,BV_SH_3358,FT,31.08,69,0,m,2022,111
Last,2022-06-19,BV_SH_3359,FT,31,73,0,m,2022,170
Last,2022-04-21,BV_SH_3360,FT,19.14,59,0,f,2022,111
Last,2022-04-28,BV_SH_3361,FT,19.600000000000001,62,0,m,2022,118
Last,2022-04-28,BV_SH_3362,FT,42,NA,0,m,2022,118
Last,2022-04-28,BV_SH_3364,FT,18,59,0,m,2022,118
Last,2022-04-28,BV_SH_3365,FT,23.95,66,0,m,2022,118
Last,2022-04-21,BV_SH_3366,FT,22.45,63,0,m,2022,111
Last,2022-04-28,BV_SH_3367,FT,16.62,59,0,m,2022,118
Last,2022-04-21,BV_SH_3368,FT,19.34,67,0,m,2022,111
Last,2022-04-21,BV_SH_3370,FT,23.39,66,0,m,2022,111
Last,2022-04-28,BV_SH_3372,FT,21.62,63,0,m,2022,118
Last,2022-04-21,BV_SH_3374,FT,18.12,65,0,m,2022,111
Last,2022-04-28,BV_SH_3375,FT,21.38,58,0,m,2022,118
Last,2022-04-21,BV_SH_3376,FT,22.2,67,0,m,2022,111
Last,2022-04-21,BV_SH_3377,FT,26.41,66,0,m,2022,111
Last,2022-04-28,BV_SH_3378,FT,20.73,62,0,m,2022,118
Last,2022-04-21,BV_SH_3379,FT,28.12,64,0,m,2022,111
Last,2022-04-21,BV_SH_3380,FT,25.84,65,0,m,2022,111
Last,2022-04-21,BV_SH_3381,FT,23.83,61,0,m,2022,111
Last,2022-04-21,BV_SH_3382,FT,28.6,63,0,m,2022,111
Last,2022-04-28,BV_SH_3383,FT,54,NA,0,m,2022,118
Last,2022-04-21,BV_SH_3384,FT,31.65,68,0,m,2022,111
Last,2022-04-21,BV_SH_3385,FT,18.14,58,0,m,2022,111
Last,2022-04-21,BV_SH_3386,FT,20.81,59,0,m,2022,111
Last,2022-04-21,BV_SH_3387,FT,17.52,56,0,m,2022,111
Last,2022-04-21,BV_SH_3388,FT,23.38,62,0,m,2022,111
Last,2022-04-28,BV_SH_3389,FT,NA,NA,0,f,2022,118
Last,2022-04-28,BV_SH_3390,FT,52.15,NA,0,m,2022,118
Last,2022-04-28,BV_SH_3391,FT,NA,NA,0,f,2022,118
Last,2022-06-19,BV_SH_3394,FT,32.69,66,0,m,2022,170
