Arrival,date,ID,location,mass,svl,dead,sex,year,Day_of_the_year
Last,2023-05-08,BV_SH_4091,FT W 4,16.84,58,0,m,2023,128
Last,2023-05-08,BV_SH_4094,FT W 1,27.91,67,0,m,2023,128
Last,2023-05-08,BV_SH_4095,FT W 1,19.760000000000002,57.5,0,m,2023,128
Last,2023-05-08,BV_SH_4096,FT W 2,25.83,63,0,m,2023,128
Last,2023-05-08,BV_SH_4097,FT W 3,24.77,66,0,m,2023,128
Last,2023-05-09,BV_SH_4099,FT L 2,15.54,53.5,0,m,2023,129
Last,2023-05-09,BV_SH_4100,FT L 2,18.87,59,0,m,2023,129
Last,2023-05-09,BV_SH_4103,FT L 2,19.47,59.5,0,m,2023,129
Last,2023-05-09,BV_SH_4104,FT L 2,45.37,72,0,m,2023,129
Last,2023-05-09,BV_SH_4105,FT L 3,21.91,63,0,f,2023,129
Last,2023-05-09,BV_SH_4106,FT L 3,23.75,63,0,m,2023,129
Last,2023-05-09,BV_SH_4108,FT W 3,20.14,59,0,m,2023,129
Last,2023-05-09,BV_SH_4109,FT W 3,18.86,55.5,0,m,2023,129
Last,2023-05-09,BV_SH_4111,FT W 3,19.45,58,0,m,2023,129
Last,2023-05-09,BV_SH_4112,FT W 4,25.31,65,0,m,2023,129
Last,2023-05-09,BV_SH_4113,FT W 4,19.350000000000001,53,0,m,2023,129
Last,2023-05-09,BV_SH_4114,FT W 4,27,67,0,m,2023,129
Last,2023-05-09,BV_SH_4115,FT W 4,25.2,63,0,m,2023,129
Last,2023-05-09,BV_SH_4116,FT W 4,20.61,58,0,m,2023,129
Last,2023-05-09,BV_SH_4118,FT W 4,24.25,65,0,m,2023,129
Last,2023-05-09,BV_SH_4119,FT W 1,18.48,57.5,0,m,2023,129
Last,2023-05-09,BV_SH_4121,FT W 1,23.4,65,0,m,2023,129
Last,2023-05-09,BV_SH_4122,FT W 1,22.36,62.5,0,m,2023,129
Last,2023-05-09,BV_SH_4124,FT W 1,18.7,55,0,m,2023,129
Last,2023-05-09,BV_SH_4126,FT W 3,26.56,62,0,m,2023,129
Last,2023-05-09,BV_SH_4127,FT W 4,21.78,60,0,m,2023,129
Last,2023-05-09,BV_SH_4128,FT W 1,20.34,58.5,0,m,2023,129
Last,2023-05-09,BV_SH_4129,FT W 1,21.84,60.5,0,m,2023,129
Last,2023-05-15,BV_SH_4130,FT L 1,NA,NA,0,m,2023,135
Last,2023-05-15,BV_SH_4134,FT L 1,20.059999999999999,60.5,0,m,2023,135
Last,2023-05-15,BV_SH_4136,FT L 1,23.4,62.5,0,m,2023,135
Last,2023-05-15,BV_SH_4139,FT W 2,19.59,58,0,m,2023,135
Last,2023-05-15,BV_SH_4145,FT W 3,25.54,67.5,0,m,2023,135
Last,2023-05-15,BV_SH_4146,FT W 3,19.43,54,0,m,2023,135
Last,2023-05-15,BV_SH_4148,FT L 2,35.549999999999997,66,0,f,2023,135
Last,2023-05-15,BV_SH_4149,FT L 4,16.2,51,0,f,2023,135
Last,2023-05-15,BV_SH_4150,FT W 4,26.49,65,0,m,2023,135
Last,2023-05-15,BV_SH_4151,FT W 4,17.079999999999998,60,0,m,2023,135
Last,2023-05-15,BV_SH_4152,FT W 4,17.899999999999999,54,0,m,2023,135
Last,2023-05-15,BV_SH_4154,FT W 4,18.649999999999999,60,0,m,2023,135
Last,2023-05-15,BV_SH_4155,FT W 1,24.82,62,0,m,2023,135
Last,2023-05-15,BV_SH_4156,FT W 2,20.59,63,0,m,2023,135
Last,2023-05-15,BV_SH_4157,FT W 2,17.28,54,0,m,2023,135
Last,2023-05-17,BV_SH_4215,FT L,NA,NA,0,m,2023,137
Last,2023-05-17,BV_SH_4216,FT L,NA,NA,0,f,2023,137
Last,2023-05-17,BV_SH_4217,FT L,NA,NA,0,m,2023,137
Last,2023-05-17,BV_SH_4218,FT L,NA,NA,0,f,2023,137
Last,2023-05-17,BV_SH_4219,FT L,NA,NA,0,m,2023,137
Last,2023-05-17,BV_SH_4220,FT L,NA,NA,0,m,2023,137
Last,2023-05-17,BV_SH_4221,FT L,NA,NA,0,f,2023,137
Last,2023-05-17,BV_SH_4222,FT L,NA,NA,0,m,2023,137
Last,2023-05-17,BV_SH_4223,FT L,NA,NA,0,f,2023,137
Last,2023-05-17,BV_SH_4224,FT L,20.399999999999999,55.8,0,m,2023,137
Last,2023-05-17,BV_SH_4226,FT L,21,59,0,m,2023,137
Last,2023-05-17,BV_SH_4228,FT L,NA,65.5,0,m,2023,137
Last,2023-05-17,BV_SH_4229,FT L,NA,66,0,m,2023,137
Last,2023-05-17,BV_SH_4230,FT L,NA,64,0,m,2023,137
Last,2023-05-17,BV_SH_4232,FT L,NA,52.7,0,m,2023,137
Last,2023-05-17,BV_SH_4233,FT L,NA,64,0,m,2023,137
Last,2023-05-24,BV_SH_4234,FT L 2,27.07,64,0,m,2023,144
Last,2023-05-24,BV_SH_4235,FT W 2,22.28,61,0,m,2023,144
Last,2023-05-24,BV_SH_4236,FT L 3,20.23,57,0,m,2023,144
Last,2023-05-24,BV_SH_4238,FT W 2,18.54,62,0,m,2023,144
Last,2023-05-24,BV_SH_4239,FT W 2,18.41,56,0,m,2023,144
Last,2023-05-24,BV_SH_4240,FT W 2,23.41,61,0,m,2023,144
Last,2023-05-24,BV_SH_4241,FT W 3,12.86,53.5,0,m,2023,144
Last,2023-05-24,BV_SH_4243,FT W 3,19.670000000000002,60,0,m,2023,144
Last,2023-05-24,BV_SH_4247,FT W 1,28.81,66,0,m,2023,144
Last,2023-05-24,BV_SH_4248,FT W 1,21.42,61,0,m,2023,144
Last,2023-05-30,BV_SH_4249,FT L 2,21.9,63.5,0,m,2023,150
Last,2023-05-30,BV_SH_4250,FT L 2,24.51,61,0,m,2023,150
Last,2023-05-30,BV_SH_4251,FT L 2,19.420000000000002,60,0,m,2023,150
Last,2023-05-30,BV_SH_4252,FT L 2,16.63,57,0,m,2023,150
Last,2023-05-30,BV_SH_4255,FT L 3,17.739999999999998,59,0,m,2023,150
Last,2023-05-30,BV_SH_4257,FT W 1,18.850000000000001,61,0,m,2023,150
Last,2023-05-30,BV_SH_4258,FT W 1,21.67,61,0,m,2023,150
Last,2023-05-30,BV_SH_4259,FT W 1,17.68,59.5,0,m,2023,150
Last,2023-05-30,BV_SH_4260,FT L 1,24,64,0,m,2023,150
Last,2023-05-30,BV_SH_4261,FT L 1,22,61,0,m,2023,150
Last,2023-05-30,BV_SH_4262,FT L 1,17.38,61,0,m,2023,150
Last,2023-05-30,BV_SH_4263,FT L 1,25.96,67,0,m,2023,150
Last,2023-05-30,BV_SH_4264,FT W 1,22.42,59,0,m,2023,150
Last,2023-05-30,BV_SH_4265,FT W 1,26.42,64,0,m,2023,150
Last,2023-05-31,BV_SH_4267,FT L 2,18.29,54.5,0,m,2023,151
Last,2023-05-31,BV_SH_4269,FT L 2,14.67,56.5,0,m,2023,151
Last,2023-05-31,BV_SH_4270,FT L 2,18.87,61,0,m,2023,151
Last,2023-05-31,BV_SH_4271,FT L 2,22.22,60.5,0,m,2023,151
Last,2023-05-31,BV_SH_4272,FT L 2,19.55,61,0,m,2023,151
Last,2023-05-31,BV_SH_4273,FT L 2,21.58,61,0,m,2023,151
Last,2023-05-31,BV_SH_4276,FT L 1,20.51,60.5,0,m,2023,151
Last,2023-05-31,BV_SH_4278,FT L 1,25.21,63.5,0,m,2023,151
Last,2023-05-31,BV_SH_4280,FT L 1,22.25,59,0,m,2023,151
Last,2023-05-31,BV_SH_4281,FT L 1,13.82,53,0,m,2023,151
Last,2023-05-31,BV_SH_4283,FT L 2,20.2,60.5,0,f,2023,151
Last,2023-05-31,BV_SH_4284,FT L 2,21.78,57,0,m,2023,151
Last,2023-06-05,BV_SH_4292,FT Pool,17.329999999999998,64.099999999999994,0,m,2023,156
Last,2023-06-05,BV_SH_4293,FT Pool,18.329999999999998,63.7,0,m,2023,156
Last,2023-06-05,BV_SH_4294,FT Pool,22.08,65.900000000000006,0,m,2023,156
Last,2023-06-05,BV_SH_4295,FT Umfeld,21.5,64.8,0,m,2023,156
Last,2023-06-05,BV_SH_4296,FT Umfeld,31.14,70.2,0,f,2023,156
Last,2023-06-05,BV_SH_4297,FT Umfeld,26.57,67.5,0,m,2023,156
Last,2023-06-05,BV_SH_4298,FT Umfeld,24.96,66.400000000000006,0,f,2023,156
Last,2023-06-14,BV_SH_4304,FT L 3,16.100000000000001,55,0,m,2023,165
Last,2023-06-14,BV_SH_4309,FT L 4,15.08,53,0,f,2023,165
Last,2023-06-14,BV_SH_4310,FT L 4,20.77,62,0,m,2023,165
Last,2023-06-14,BV_SH_4312,FT W 2,16.8,56.5,0,m,2023,165
Last,2023-06-14,BV_SH_4314,FT W 2,23.71,62,0,m,2023,165
Last,2023-06-14,BV_SH_4316,FT W 2,17.920000000000002,62.5,0,m,2023,165
Last,2023-06-14,BV_SH_4317,FT W 2,16.41,60,0,m,2023,165
Last,2023-06-14,BV_SH_4318,FT W 4,12.59,52,0,m,2023,165
Last,2023-06-14,BV_SH_4319,FT W 4,19.63,60,0,m,2023,165
Last,2023-06-14,BV_SH_4320,FT W 4,24.81,59,0,m,2023,165
Last,2023-06-14,BV_SH_4321,FT W 4,25.69,63,0,m,2023,165
Last,2023-06-14,BV_SH_4322,FT W 4,33.5,67,0,m,2023,165
Last,2023-06-14,BV_SH_4324,FT W 4,19.8,62,0,m,2023,165
Last,2023-06-14,BV_SH_4325,FT W 4,23.56,66.5,0,m,2023,165
Last,2023-06-14,BV_SH_4326,FT W 4,19.75,58,0,f,2023,165
Last,2023-06-14,BV_SH_4328,FT W 3,21.72,60,0,m,2023,165
Last,2023-06-14,BV_SH_4329,FT W 3,16.72,58,0,m,2023,165
Last,2023-06-14,BV_SH_4330,FT W 3,21.06,59,0,m,2023,165
Last,2023-06-14,BV_SH_4331,FT W 3,31.23,66,0,m,2023,165
Last,2023-06-14,BV_SH_4333,FT W 3,23.87,59,0,m,2023,165
Last,2023-06-14,BV_SH_4334,FT W 3,16.66,55,0,m,2023,165
Last,2023-06-25,BV_SH_4336,FT L 2,19.809999999999999,58,0,m,2023,176
Last,2023-06-25,BV_SH_4337,FT L 2,15.42,55,0,m,2023,176
Last,2023-06-25,BV_SH_4339,FT L 3,13.22,55.5,0,m,2023,176
Last,2023-06-25,BV_SH_4341,FT L 3,19.8,60.5,0,m,2023,176
Last,2023-06-25,BV_SH_4343,FT L 1,20.87,59,0,m,2023,176
Last,2023-06-25,BV_SH_4344,FT L 2,26.6,62,0,m,2023,176
Last,2023-06-28,BV_SH_4354,FT L 3,27.37,58,0,m,2023,179
Last,2023-06-28,BV_SH_4356,FT W 3,26.3,67,0,m,2023,179
Last,2023-06-28,BV_SH_4357,FT W 3,20.309999999999999,58,0,m,2023,179
Last,2023-06-28,BV_SH_4358,FT L 3,13.54,55,0,m,2023,179
Last,2023-07-03,BV_SH_4361,FT L 2,23.5,60,0,m,2023,184
Last,2023-07-03,BV_SH_4362,FT L 4,21.47,60,0,m,2023,184
Last,2023-07-03,BV_SH_4363,FT L 4,25.41,60,0,m,2023,184
Last,2023-07-03,BV_SH_4364,FT L 4,11.8,53,0,m,2023,184
Last,2023-08-10,BV_SH_4374,FT,NA,NA,0,m,2023,222
Last,2023-08-10,BV_SH_4375,FT,NA,NA,0,m,2023,222
Last,2023-08-10,BV_SH_4376,FT,NA,NA,0,m,2023,222
